id,host_is_superhost,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,average_review
34817544,f,5,5,4,1.0,,1.0,6523,$77.00,1,1125,56,8.833333333333332
34819360,t,3,3,4,1.0,2.0,2.0,6523,$109.00,2,14,27,9.816666666666666
34819528,t,1,1,4,1.0,1.0,2.0,6523,$87.00,1,21,65,9.95
34831763,f,2,2,1,1.0,1.0,0.0,6523,$19.00,2,7,13,9.1
34840808,t,1,1,2,1.0,1.0,1.0,6523,$85.00,1,7,14,9.716666666666667
34841454,f,1,1,4,1.0,1.0,2.0,6523,$85.00,3,1125,3,10.0
34861726,f,7,7,2,1.0,,1.0,6523,$64.00,1,31,100,9.9
34863400,f,1,1,4,1.0,2.0,2.0,6523,$115.00,2,365,10,9.616666666666667
34867499,f,7,7,2,1.0,,1.0,6523,$59.00,1,30,106,9.8
34868055,f,5,5,2,1.0,1.0,2.0,6523,$59.00,6,1125,3,8.6
34887366,f,1305,1305,2,1.0,1.0,1.0,6523,$155.00,30,1125,0,
34887416,f,1305,1305,2,1.0,1.0,1.0,6523,$172.00,30,1125,0,
34887464,f,1305,1305,2,1.0,1.0,1.0,6523,$191.00,30,1125,0,
34887545,f,1305,1305,4,2.0,2.0,2.0,6523,$225.00,30,1125,2,9.083333333333332
34887724,f,1305,1305,2,1.0,,1.0,6523,$117.00,30,1125,0,
34887760,f,1305,1305,2,1.0,,1.0,6523,$166.00,30,1125,1,9.833333333333332
34887882,f,1305,1305,2,1.0,1.0,1.0,6523,$156.00,30,1125,0,
34887928,f,1305,1305,2,1.0,1.0,1.0,6523,$119.00,30,1125,0,
34888974,t,2,2,6,1.0,2.0,3.0,6523,$75.00,2,1125,38,9.8
34890754,f,3,3,14,3.5,4.0,7.0,6523,"$1,921.00",1,1125,1,10.0
34897190,t,1,1,6,2.0,2.0,2.0,6523,$105.00,3,1125,9,9.9
34902785,t,1,1,4,1.0,1.0,1.0,6523,$80.00,31,60,47,9.9
34905433,f,4,4,5,1.0,2.0,2.0,6523,$89.00,2,1125,28,9.033333333333333
34909897,f,7,7,2,1.0,,0.0,6523,$62.00,1,30,87,9.9
34913110,t,22,22,12,2.0,4.0,6.0,6523,$239.00,1,365,6,9.683333333333334
34913380,t,22,22,16,2.0,4.0,11.0,6523,$239.00,1,365,26,9.9
34914483,t,30,30,2,1.0,,1.0,6523,$152.00,32,1125,1,7.5
34930062,f,7,7,8,4.0,4.0,5.0,6523,$590.00,2,28,37,9.633333333333333
34931784,t,1,1,4,1.0,2.0,2.0,6523,$250.00,1,1125,11,9.716666666666667
34944861,t,80,80,2,1.0,1.0,1.0,6523,$135.00,31,1124,0,
34944912,t,1,1,16,3.0,9.0,9.0,6523,$942.00,3,1125,26,9.85
34945515,f,11,11,1,1.0,1.0,1.0,6523,$22.00,1,1125,2,10.0
34945605,f,25,25,2,1.0,1.0,1.0,6523,$71.00,1,1125,29,9.35
34946044,f,11,11,1,1.0,1.0,1.0,6523,$24.00,1,1125,8,9.366666666666667
34946196,f,11,11,1,1.0,1.0,1.0,6523,$25.00,1,1125,2,8.583333333333332
34970066,t,29,29,7,2.0,2.0,4.0,6523,$96.00,2,1125,50,9.9
34975034,f,17,17,2,1.0,1.0,1.0,6523,$75.00,30,365,1,10.0
34975978,t,1,1,4,1.0,3.0,3.0,6523,$140.00,3,1125,31,9.9
34977961,t,0,0,4,1.0,1.0,2.0,6523,$77.00,1,28,80,9.95
34983537,f,1,1,4,1.0,1.0,1.0,6523,$82.00,2,31,0,
35004098,f,1,1,6,3.5,3.0,3.0,6523,$575.00,4,360,1,10.0
35032890,f,1,1,2,2.0,2.0,2.0,6523,$75.00,2,1125,5,10.0
35034266,t,3,3,3,1.0,1.0,1.0,6523,$84.00,2,1125,80,9.95
35036581,t,2,2,6,1.5,2.0,2.0,6523,$111.00,200,1125,41,9.716666666666667
35037425,f,8,8,6,1.0,2.0,2.0,6523,$69.00,2,1125,20,8.533333333333333
35039966,f,3,3,8,2.0,3.0,4.0,6523,$182.00,3,90,6,9.85
35040637,t,4,4,2,1.0,1.0,1.0,6523,$71.00,2,21,16,9.95
35049742,t,1,1,4,1.0,2.0,4.0,6523,$148.00,2,1125,40,9.95
35056266,t,2,2,2,1.0,1.0,1.0,6523,$45.00,1,1125,45,9.716666666666667
35060034,t,26,26,16,6.0,9.0,13.0,6523,"$2,773.00",1,1125,0,
35069099,t,80,80,2,1.0,1.0,1.0,6523,$165.00,31,1125,0,
35095398,f,1,1,3,1.0,1.0,1.0,6523,$99.00,3,5,6,9.566666666666666
35121552,f,3,3,10,1.0,2.0,6.0,6523,$66.00,2,1125,88,9.583333333333332
35127630,f,1,1,4,1.0,2.0,3.0,6523,$210.00,7,14,12,9.85
35129146,f,1,1,8,1.0,3.0,0.0,6523,$250.00,1,1125,1,5.0
35149761,t,1,1,6,1.0,2.0,2.0,6523,$77.00,2,31,58,9.816666666666666
35151133,t,3,3,6,1.0,3.0,3.0,6523,$187.00,1,30,45,9.9
35151416,t,1,1,2,1.0,1.0,1.0,6523,$70.00,1,1125,21,10.0
35153204,f,10,10,6,2.0,3.0,3.0,6523,$400.00,2,1125,6,9.85
35158630,t,2,2,4,1.0,2.0,2.0,6523,$120.00,2,1125,45,10.0
35164025,t,0,0,4,1.0,1.0,1.0,6523,$67.00,2,60,29,9.716666666666667
35182808,t,2,2,4,1.0,1.0,1.0,6523,$102.00,1,1125,32,9.9
35183040,t,6,6,16,4.0,8.0,13.0,6523,$590.00,1,1125,20,9.716666666666667
35194693,f,1,1,4,1.0,2.0,2.0,6523,"$1,500.00",3,5,0,
35197321,f,15,15,5,2.0,2.0,3.0,6523,$199.00,19,1125,1,6.333333333333334
35212437,f,5,5,16,2.0,5.0,9.0,6523,"$1,107.00",30,1125,25,10.0
35217934,f,1,1,1,1.0,1.0,1.0,6523,$30.00,1,1125,20,9.616666666666667
35225934,t,4,4,2,1.0,1.0,1.0,6523,$39.00,1,31,17,9.8
35226300,t,4,4,2,1.0,1.0,1.0,6523,$39.00,1,400,15,10.0
35229142,t,10,10,1,3.0,1.0,1.0,6523,$31.00,7,1125,9,9.716666666666667
35256357,f,5,5,4,2.5,2.0,2.0,6523,$400.00,2,1125,8,9.916666666666668
35257848,f,5,5,4,2.5,2.0,3.0,6523,$625.00,2,1125,1,10.0
35258128,f,3,3,2,1.0,1.0,1.0,6523,$50.00,3,1125,2,9.333333333333332
35258747,f,5,5,6,3.5,3.0,4.0,6523,$675.00,2,1125,7,9.116666666666667
35259050,f,5,5,6,2.5,3.0,4.0,6523,"$1,000.00",2,1125,1,10.0
35262326,t,1,1,4,1.0,2.0,2.0,6523,$173.00,2,60,32,10.0
35265884,t,1,1,4,1.0,2.0,2.0,6523,$140.00,2,7,26,10.0
35267831,t,2,2,8,1.0,3.0,4.0,6523,$200.00,2,180,37,9.766666666666666
35284235,t,2,2,6,1.0,2.0,2.0,6523,$171.00,2,1125,31,10.0
35313811,t,1,1,2,2.0,1.0,1.0,6523,$69.00,1,28,9,10.0
35325594,f,1305,1305,2,1.0,1.0,1.0,6523,$172.00,30,1125,0,
35325642,f,1305,1305,2,1.0,,1.0,6523,$110.00,30,1125,0,
35325680,f,1305,1305,2,1.0,1.0,1.0,6523,$136.00,30,1125,1,9.666666666666668
35327978,f,1305,1305,2,1.0,1.0,1.0,6523,$132.00,30,1125,0,
35335476,f,2,2,1,1.0,1.0,1.0,6523,$28.00,1,7,0,
35346506,f,0,0,2,1.0,1.0,1.0,6523,$104.00,2,1125,6,9.766666666666666
35350545,f,10,10,8,2.0,4.0,6.0,6523,$269.00,4,1125,19,9.55
35351226,t,3,3,16,8.5,8.0,8.0,6523,"$2,507.00",2,367,1,10.0
35351970,t,1,1,8,1.5,3.0,4.0,6523,$345.00,5,60,21,9.716666666666667
35353022,f,2,2,4,1.0,2.0,3.0,6523,$102.00,3,1125,13,9.533333333333333
35353705,t,2,2,2,1.0,,1.0,6523,$75.00,1,1125,90,9.9
35376988,f,1,1,2,1.0,1.0,1.0,6523,$65.00,2,12,31,9.533333333333333
35377394,t,5,5,10,1.5,2.0,5.0,6523,$311.00,2,1125,4,10.0
35387889,f,1,1,5,1.0,2.0,2.0,6523,$119.00,3,1125,7,9.3
35387909,t,2,2,4,1.0,2.0,2.0,6523,$264.00,2,180,18,9.783333333333333
35402254,f,1,1,2,1.0,,1.0,6523,$227.00,2,1125,15,9.133333333333333
35407257,f,9,9,12,2.0,3.0,3.0,6523,$355.00,2,1125,13,9.283333333333333
35417142,f,3,3,2,1.0,,1.0,6523,$65.00,2,1125,24,9.3
35417538,f,1,1,4,2.0,1.0,1.0,6523,$200.00,2,1125,13,10.0
35418949,f,1,1,3,1.0,,1.0,6523,$120.00,2,1125,1,10.0
35420803,t,3,3,4,1.0,2.0,2.0,6523,$94.00,2,1125,34,9.633333333333333
35421741,t,2,2,6,1.0,3.0,3.0,6523,"$9,000.00",2,1125,0,
35425137,f,3,3,1,1.0,1.0,1.0,6523,$39.00,1,30,17,9.45
35428201,t,1,1,4,1.0,1.0,1.0,6523,$85.00,1,1125,23,9.9
35452797,t,10,10,4,2.0,1.0,1.0,6523,$236.00,2,7,12,10.0
35456427,f,1,1,4,1.0,1.0,2.0,6523,$100.00,1,7,4,9.75
35459852,f,3,3,10,3.5,4.0,4.0,6523,$327.00,2,1125,9,9.483333333333334
35469481,f,0,0,7,2.5,4.0,4.0,6523,$450.00,4,1125,9,9.05
35480674,t,4,4,5,1.0,2.0,2.0,6523,$90.00,7,365,17,10.0
35487081,f,0,0,2,1.0,1.0,1.0,6523,$249.00,1,7,0,
35490860,f,33,33,2,1.0,1.0,1.0,6523,$45.00,1,1125,38,9.483333333333334
35492873,t,1,1,2,1.0,1.0,1.0,6523,$49.00,3,29,22,9.95
35495687,f,2,2,2,1.0,1.0,1.0,6523,$159.00,2,1125,2,8.916666666666668
35496535,t,1,1,2,1.5,,1.0,6523,$80.00,2,1125,61,9.9
35511310,t,7,7,1,1.0,1.0,1.0,6523,$29.00,1,1125,12,9.733333333333334
35511934,f,4,4,6,1.0,3.0,3.0,6523,$200.00,1,5,1,9.0
35512843,f,1,1,1,1.0,1.0,1.0,6523,$40.00,180,300,1,9.833333333333332
35516578,f,0,0,2,1.0,1.0,1.0,6523,$80.00,2,15,2,10.0
35516706,f,1,1,3,1.0,1.0,1.0,6523,$90.00,1,1125,1,3.6666666666666665
35517765,t,1,1,2,1.0,1.0,1.0,6523,$59.00,1,30,91,9.766666666666666
35518133,f,1,1,1,1.0,1.0,1.0,6523,$30.00,2,14,26,9.25
35518584,t,1,1,4,1.0,1.0,2.0,6523,$112.00,2,1125,37,9.9
35533829,f,1,1,8,2.0,2.0,4.0,6523,$350.00,2,1125,9,10.0
35548483,f,2,2,8,2.0,4.0,5.0,6523,$155.00,3,15,2,10.0
35566367,f,52,52,4,1.0,1.0,2.0,6523,$75.00,2,1125,29,9.666666666666668
35570109,f,1,1,1,1.5,1.0,1.0,6523,$100.00,10,1125,0,
35572927,f,4,4,2,1.0,1.0,1.0,6523,$45.00,1,14,8,9.816666666666666
35573202,t,1,1,4,1.0,1.0,2.0,6523,$95.00,1,1125,49,9.95
35576675,t,6,6,6,1.0,2.0,3.0,6523,$93.00,1,1125,45,9.85
35578101,t,1,1,5,1.0,2.0,3.0,6523,$83.00,5,90,30,9.95
35579191,t,80,80,2,1.0,1.0,1.0,6523,$96.00,28,1124,4,9.666666666666668
35579899,f,15,15,4,1.0,1.0,1.0,6523,$179.00,29,1125,0,
35604624,f,1,1,5,2.0,2.0,2.0,6523,$173.00,2,1125,5,8.816666666666666
35605764,t,26,26,5,1.5,2.0,2.0,6523,$218.00,1,1125,18,10.0
35611753,t,2,2,6,1.0,2.0,3.0,6523,$85.00,2,1125,29,10.0
35614041,t,1,1,4,1.0,2.0,2.0,6523,$110.00,4,1125,20,9.95
35616746,t,2,2,2,1.5,1.0,1.0,6523,$35.00,1,20,94,9.766666666666666
35620682,t,2,2,2,1.0,1.0,1.0,6523,$45.00,1,1125,31,9.766666666666666
35635161,f,1305,1305,2,1.0,1.0,1.0,6523,$155.00,30,1125,0,
35635202,f,1305,1305,2,1.0,1.0,1.0,6523,$147.00,30,1125,0,
35642174,f,3,3,4,1.0,,3.0,6523,$400.00,2,1125,3,7.833333333333334
35642875,f,2,2,4,2.0,2.0,2.0,6523,$400.00,2,1125,2,8.75
35645746,t,9,9,2,2.0,1.0,1.0,6523,$34.00,7,365,1,10.0
35648866,f,1,1,4,2.0,2.0,2.0,6523,$191.00,5,85,2,9.333333333333332
35667306,f,1,1,2,1.0,,1.0,6523,$95.00,2,18,18,9.383333333333333
35674916,f,1,1,2,1.0,1.0,1.0,6523,$90.00,1,7,0,
35680628,t,5,5,7,2.0,2.0,4.0,6523,$123.00,2,1125,23,9.95
35681792,t,8,8,3,1.0,1.0,2.0,6523,$80.00,1,1125,104,9.666666666666668
35715075,t,1,1,3,1.0,1.0,2.0,6523,$56.00,2,1125,124,9.8
35730130,f,1,1,4,1.0,2.0,2.0,6523,$120.00,3,31,37,9.216666666666667
35731377,t,2,2,14,4.0,6.0,11.0,6523,$428.00,3,28,3,9.316666666666666
35737416,t,1,1,10,3.0,3.0,3.0,6523,$156.00,2,1125,7,9.683333333333334
35738467,t,2,2,4,1.0,1.0,2.0,6523,$52.00,1,30,6,9.516666666666666
35740692,f,1,1,5,1.0,2.0,4.0,6523,$65.00,3,1125,18,9.716666666666667
35742380,f,1,1,2,1.0,1.0,1.0,6523,$43.00,4,10,27,9.25
35743481,t,2,2,10,2.0,4.0,5.0,6523,$220.00,2,30,60,9.9
35765755,f,52,52,4,1.0,2.0,2.0,6523,$112.00,2,1125,22,9.4
35767803,t,7,7,3,1.0,,2.0,6523,$143.00,3,300,66,9.95
35769538,f,2,2,8,1.5,3.0,4.0,6523,$145.00,3,30,2,9.0
35770165,f,1,1,4,1.0,2.0,3.0,6523,$75.00,1,2,8,9.916666666666668
35802969,t,80,80,2,1.0,1.0,1.0,6523,$80.00,31,1124,2,10.0
35803293,f,3,3,2,1.5,1.0,1.0,6523,$129.00,1,1125,5,10.0
35804189,t,0,0,7,1.0,3.0,4.0,6523,$126.00,2,60,59,10.0
35832251,t,7,7,8,2.5,3.0,3.0,6523,$324.00,3,1125,21,9.216666666666667
35841624,t,1,1,2,1.0,1.0,1.0,6523,$30.00,2,90,3,9.916666666666668
35845457,f,63,63,2,1.0,,1.0,6523,$46.00,1,1125,76,9.4
35845701,f,63,63,2,1.0,,1.0,6523,$44.00,1,1125,45,9.583333333333332
35845966,f,63,63,2,1.0,,1.0,6523,$47.00,1,1125,76,9.266666666666666
35846172,f,63,63,3,1.0,1.0,1.0,6523,$45.00,1,1125,46,9.516666666666666
35846336,f,63,63,3,1.0,1.0,1.0,6523,$46.00,1,1125,55,9.75
35846560,f,63,63,5,1.0,2.0,2.0,6523,$46.00,1,1125,60,9.483333333333334
35868586,t,0,0,4,1.0,2.0,2.0,6523,$88.00,2,1125,56,9.9
35880364,f,2,2,2,1.0,1.0,1.0,6523,$70.00,3,90,6,8.85
35908516,f,33,33,2,1.0,1.0,1.0,6523,$50.00,1,1125,28,9.716666666666667
35908714,t,2,2,2,1.0,1.0,0.0,6523,$65.00,31,65,4,9.75
35910713,f,1,1,4,1.0,2.0,2.0,6523,$80.00,2,90,30,9.716666666666667
35914799,t,0,0,4,1.0,1.0,1.0,6523,$95.00,2,30,23,9.633333333333333
35926772,f,1305,1305,2,1.0,1.0,1.0,6523,$147.00,30,1125,1,9.833333333333332
35926813,f,1305,1305,2,1.0,,1.0,6523,$124.00,30,1125,0,
35926860,f,1305,1305,2,1.0,,1.0,6523,$125.00,30,1125,0,
35926897,f,1305,1305,2,1.0,,1.0,6523,$139.00,30,1125,0,
35927069,f,1305,1305,2,1.0,1.0,1.0,6523,$150.00,30,1125,0,
35931987,f,1305,1305,2,1.0,1.0,1.0,6523,$135.00,30,1125,2,9.916666666666668
35942729,t,6,6,9,2.0,4.0,7.0,6523,$242.00,1,1125,19,10.0
35950191,f,0,0,2,1.0,1.0,1.0,6523,$100.00,4,31,29,9.566666666666666
35972011,f,5,5,3,2.0,2.0,2.0,6523,$65.00,14,500,1,9.333333333333332
36000052,f,3,3,12,2.0,5.0,6.0,6523,$350.00,2,1125,4,8.5
36023622,t,0,0,4,2.0,2.0,2.0,6523,$80.00,2,1125,26,10.0
36032618,t,0,0,8,1.5,2.0,4.0,6523,$856.00,1,30,29,9.95
36037370,t,1,1,3,1.0,1.0,1.0,6523,$96.00,2,1125,47,9.9
36038456,f,0,0,3,1.0,1.0,1.0,6523,$150.00,2,120,16,9.066666666666666
36038899,t,1,1,2,1.0,,1.0,6523,$110.00,2,25,38,9.85
36059644,f,0,0,2,1.0,,1.0,6523,$42.00,5,56,20,9.95
36063019,f,1305,1305,2,1.0,1.0,1.0,6523,$120.00,30,1125,0,
36063455,t,10,10,4,2.0,2.0,2.0,6523,$200.00,31,1125,0,
36064407,f,1305,1305,2,1.0,1.0,1.0,6523,$129.00,30,1125,0,
36064820,f,1,1,4,1.0,1.0,1.0,6523,$124.00,2,28,12,9.083333333333332
36067428,f,1,1,14,3.5,4.0,4.0,6523,$407.00,2,1125,14,9.116666666666667
36067891,t,1,1,3,1.0,1.0,1.0,6523,$111.00,3,1125,18,10.0
36075729,f,4,4,16,3.0,4.0,7.0,6523,$407.00,2,1125,0,
36077272,f,18,18,2,1.0,,2.0,6523,$62.00,1,1125,29,9.166666666666668
36077725,f,1,1,4,2.5,2.0,2.0,6523,$279.00,2,16,3,9.833333333333332
36079734,t,1,1,6,1.0,2.0,2.0,6523,$73.00,2,1125,42,9.616666666666667
36080732,f,1,1,4,1.0,1.0,2.0,6523,$81.00,2,1125,3,9.916666666666668
36109247,f,5,5,3,1.0,,1.0,6523,$45.00,20,120,33,9.566666666666666
36109646,f,5,5,4,1.0,1.0,2.0,6523,$63.00,1,1125,121,9.666666666666668
36110990,t,2,2,3,1.0,1.0,1.0,6523,$181.00,1,1125,68,9.766666666666666
36111013,f,0,0,2,1.0,,0.0,6523,$50.00,7,1125,0,
36141541,t,7,7,3,1.0,,1.0,6523,$190.00,3,1125,36,9.716666666666667
36143654,f,1,1,2,1.0,1.0,2.0,6523,$50.00,1,1125,19,9.3
36143789,f,1,1,4,1.0,1.0,1.0,6523,$95.00,1,1125,21,9.816666666666666
36171447,f,1,1,2,1.0,1.0,1.0,6523,$26.00,6,1125,2,9.166666666666668
36171622,f,2,2,4,1.0,,2.0,6523,$400.00,2,1125,0,
36174069,t,0,0,2,1.5,1.0,1.0,6523,$175.00,2,1125,25,10.0
36174506,t,2,2,10,1.0,3.0,6.0,6523,$180.00,2,30,42,9.9
36175666,f,1,1,7,2.5,3.0,5.0,6523,$200.00,2,1125,34,9.583333333333332
36175891,t,0,0,10,2.0,4.0,6.0,6523,$220.00,2,1125,47,9.95
36176514,f,269,269,10,3.0,4.0,10.0,6523,$151.00,2,1125,3,9.566666666666666
36179661,f,1,1,8,2.0,3.0,4.0,6523,$300.00,2,1125,8,9.9
36183775,f,4,4,11,2.0,3.0,5.0,6523,$115.00,2,1125,51,9.633333333333333
36184740,f,4,4,4,1.5,2.0,2.0,6523,$102.00,2,1125,21,9.4
36199994,t,5,5,12,2.5,4.0,8.0,6523,$999.00,3,30,2,10.0
36200479,t,5,5,16,3.0,4.0,6.0,6523,"$1,924.00",3,30,3,9.916666666666668
36201854,t,0,0,4,1.0,2.0,2.0,6523,$60.00,2,5,29,9.8
36211517,f,10,10,2,1.0,1.0,1.0,6523,$109.00,1,28,117,9.666666666666668
36230130,f,12,12,2,1.0,1.0,1.0,6523,$36.00,2,1125,3,9.75
36230632,t,22,22,4,1.0,2.0,2.0,6523,$55.00,36,700,3,9.916666666666668
36231354,t,0,0,4,1.0,2.0,2.0,6523,$70.00,2,31,42,9.85
36234144,t,2,2,5,1.0,2.0,2.0,6523,$121.00,3,300,37,9.866666666666667
36235230,f,10,10,2,1.0,1.0,1.0,6523,$99.00,1,28,24,9.5
36235560,f,10,10,2,1.0,1.0,1.0,6523,$99.00,1,28,3,9.4
36235645,f,10,10,2,1.0,1.0,1.0,6523,$99.00,1,28,4,9.75
36236084,f,10,10,4,1.0,1.0,2.0,6523,$119.00,1,28,2,10.0
36236343,f,10,10,4,1.0,1.0,2.0,6523,$119.00,1,28,3,10.0
36236409,f,10,10,4,1.0,1.0,2.0,6523,$119.00,1,28,5,9.916666666666668
36236696,f,10,10,4,1.0,1.0,2.0,6523,$159.00,1,28,6,9.85
36236909,f,10,10,4,1.0,1.0,2.0,6523,$159.00,1,28,4,8.416666666666668
36236996,f,10,10,4,1.0,1.0,2.0,6523,$179.00,1,28,16,9.866666666666667
36239526,f,0,0,2,1.0,1.0,1.0,6523,$100.00,3,1125,3,9.233333333333334
36240095,f,28,28,6,1.0,2.0,1.0,6523,$82.00,1,180,41,9.716666666666667
36240406,f,1,1,1,2.0,2.0,2.0,6523,$155.00,6,365,1,10.0
36242736,f,1,1,1,1.0,1.0,1.0,6523,$50.00,1,1125,1,10.0
36263867,f,1,1,4,1.0,2.0,1.0,6523,$50.00,35,37,0,
36270543,f,2,2,4,1.0,2.0,2.0,6523,$66.00,3,25,65,9.816666666666666
36272709,f,29,29,2,1.0,1.0,1.0,6523,$70.00,1,1125,87,9.533333333333333
36306760,t,0,0,2,1.0,,1.0,6523,$48.00,3,30,63,9.816666666666666
36318260,t,1,1,2,1.0,1.0,2.0,6523,$78.00,2,1125,53,9.666666666666668
36321241,f,7,7,2,1.0,1.0,1.0,6523,$52.00,2,1125,28,9.4
36336191,f,3,3,8,3.5,5.0,4.0,6523,"$2,250.00",2,90,1,9.833333333333332
36338097,f,8,8,4,1.0,,2.0,6523,$400.00,2,1125,3,9.066666666666666
36340646,f,6,6,4,1.0,,2.0,6523,$400.00,2,1125,1,10.0
36353240,t,1,1,4,1.0,1.0,1.0,6523,$69.00,2,5,19,9.95
36382205,t,0,0,2,1.0,1.0,1.0,6523,$100.00,3,14,9,10.0
36422429,t,1,1,4,2.0,2.0,3.0,6523,$45.00,1,1125,16,9.9
36424625,t,2,2,10,2.5,5.0,5.0,6523,$321.00,2,180,27,9.766666666666666
36426526,f,0,0,2,1.0,1.0,1.0,6523,$80.00,2,1125,8,10.0
36427434,t,30,30,3,1.0,1.0,1.0,6523,$111.00,30,365,0,
36440153,f,0,0,2,1.0,1.0,1.0,6523,$68.00,1,3,6,9.5
36444639,f,29,29,2,1.0,1.0,1.0,6523,$56.00,1,150,74,9.716666666666667
36446549,f,29,29,4,1.0,2.0,2.0,6523,$58.00,1,150,39,9.533333333333333
36447468,f,29,29,2,1.0,1.0,1.0,6523,$55.00,1,150,46,9.766666666666666
36447597,f,29,29,2,1.0,1.0,1.0,6523,$57.00,1,150,54,9.566666666666666
36454639,f,33,33,1,1.0,1.0,1.0,6523,$30.00,1,1125,23,8.9
36482778,t,1,1,3,1.0,1.0,1.0,6523,$50.00,1,1125,31,9.95
36483656,t,0,0,5,1.0,,2.0,6523,$86.00,1,1125,74,9.716666666666667
36483933,f,1,1,5,3.0,3.0,2.0,6523,$229.00,2,1125,10,8.6
36484002,f,2,2,4,2.0,2.0,2.0,6523,$175.00,2,1125,0,
36484557,f,2,2,4,2.0,2.0,3.0,6523,$132.00,3,1125,4,7.7333333333333325
36485597,t,1,1,4,1.0,2.0,2.0,6523,$88.00,1,28,25,9.816666666666666
36493588,f,0,0,2,1.0,1.0,1.0,6523,$109.00,1,10,0,
36511247,t,7,7,8,3.0,3.0,3.0,6523,$273.00,3,999,11,9.5
36523549,f,0,0,6,2.5,3.0,4.0,6523,$80.00,3,30,6,9.35
36524283,f,13,13,2,1.0,1.0,1.0,6523,$35.00,1,1125,17,9.05
36529513,f,2,2,3,1.0,,1.0,6523,$45.00,1,3,0,
36537053,t,0,0,12,4.0,5.0,8.0,6523,$558.00,2,1125,28,9.95
36537948,f,1,1,2,1.0,1.0,1.0,6523,$75.00,7,1125,4,10.0
36552703,t,10,10,2,1.0,,1.0,6523,$54.00,31,1125,0,
36557413,f,2,2,2,1.0,1.0,1.0,6523,$75.00,1,1125,0,
36561386,f,33,33,1,1.0,1.0,1.0,6523,$50.00,1,1125,19,9.666666666666668
36565054,t,0,0,3,1.0,2.0,2.0,6523,$82.00,1,1125,55,9.95
36567086,f,1,1,7,1.0,1.0,3.0,6523,$94.00,1,1125,38,9.533333333333333
36567345,t,4,4,6,1.0,3.0,3.0,6523,$90.00,3,150,7,9.45
36591524,f,13,13,2,1.0,1.0,1.0,6523,$39.00,1,1125,18,8.566666666666666
36594773,f,18,18,3,1.0,1.0,2.0,6523,$66.00,1,1125,8,8.833333333333332
36603295,f,3,3,2,1.0,1.0,1.0,6523,$84.00,1,31,431,9.016666666666666
36603379,f,3,3,2,1.0,1.0,1.0,6523,$89.00,1,1125,37,9.15
36603454,f,3,3,2,1.0,1.0,0.0,6523,$89.00,1,1125,8,8.816666666666666
36604022,f,63,63,3,1.0,1.0,1.0,6523,$53.00,1,1125,64,8.816666666666666
36604492,f,63,63,3,1.0,1.0,1.0,6523,$51.00,1,1125,48,9.133333333333333
36612849,t,10,10,1,2.0,1.0,1.0,6523,$49.00,2,7,9,9.816666666666666
36626631,t,0,0,2,1.0,1.0,1.0,6523,$43.00,1,9,50,9.716666666666667
36630764,f,12,12,2,1.0,1.0,1.0,6523,$32.00,32,1125,1,10.0
36630999,t,1,1,6,1.5,3.0,4.0,6523,$159.00,1,1125,28,9.633333333333333
36631415,f,0,0,6,1.0,3.0,3.0,6523,$147.00,3,1125,7,10.0
36631488,f,12,12,4,2.0,2.0,2.0,6523,$68.00,32,1125,1,9.833333333333332
36638326,f,12,12,2,1.0,1.0,1.0,6523,$31.00,32,1125,3,10.0
36662734,f,0,0,4,1.0,2.0,2.0,6523,$160.00,2,4,1,9.0
36667074,f,3,3,2,1.0,1.0,1.0,6523,"$9,999.00",1,1125,32,9.716666666666667
36668214,f,3,3,2,2.0,1.0,2.0,6523,"$9,999.00",1,1125,3,10.0
36668235,f,3,3,2,1.0,1.0,2.0,6523,"$9,999.00",1,1125,22,9.35
36669561,t,1,1,6,1.0,3.0,4.0,6523,$99.00,2,1125,38,9.95
36693501,f,2,2,6,1.0,3.0,3.0,6523,$129.00,2,1125,1,6.833333333333334
36693625,f,63,63,5,1.0,2.0,2.0,6523,$53.00,1,1125,51,8.85
36693814,f,0,0,2,1.0,1.0,1.0,6523,$100.00,2,4,1,9.833333333333332
36700170,t,3,3,8,2.0,3.0,4.0,6523,$214.00,2,21,52,9.816666666666666
36711170,t,0,0,5,2.0,2.0,6.0,6523,$276.00,3,1125,27,9.95
36727196,t,0,0,6,1.0,2.0,2.0,6523,$65.00,2,1125,68,9.85
36735793,t,2,2,2,1.0,1.0,2.0,6523,$174.00,14,1125,15,9.95
36762637,t,0,0,5,1.0,2.0,3.0,6523,$171.00,2,1125,44,9.9
36772374,t,1,1,5,1.0,2.0,2.0,6523,$64.00,2,90,12,9.9
36772591,f,1,1,4,1.0,1.0,2.0,6523,$199.00,2,1125,12,10.0
36796742,t,1,1,6,1.0,2.0,3.0,6523,$98.00,1,1125,52,9.9
36802667,f,2,2,4,1.0,,2.0,6523,$400.00,2,1125,0,
36802672,f,6,6,4,1.0,,2.0,6523,$400.00,2,1125,1,6.833333333333334
36804964,t,2,2,6,1.0,3.0,3.0,6523,$238.00,1,28,9,10.0
36808735,f,0,0,8,1.0,2.0,2.0,6523,$64.00,1,29,38,9.766666666666666
36810181,t,1,1,2,1.0,1.0,1.0,6523,$69.00,3,14,48,9.9
36814026,t,0,0,1,1.0,1.0,1.0,6523,$22.00,2,60,10,10.0
